POS.NORMAL	POS.TUMOR	POS.NORMAL.1	POS.TUMOR.1	NEG.TUMOR	NEG.NORMAL	NEG.TUMOR.1	POS.NORMAL.2	POS.TUMOR.2	POS.TUMOR.3	POS.NORMAL.3	NEG.NORMAL.1	NEG.TUMOR.2	NEG.NORMAL.2	NEG.TUMOR.3	NEG.NORMAL.3	NEG.TUMOR.4	POS.NORMAL.4	POS.TUMOR.4	POS.TUMOR.5	POS.NORMAL.5	POS.TUMOR.6	NEG.NORMAL.4	NEG.TUMOR.5	NEG.NORMAL.5	NEG.NORMAL.6	NEG.TUMOR.6	NEG.NORMAL.7	NEG.TUMOR.7	NEG.TUMOR.8	POS.NORMAL.6	POS.TUMOR.7	POS.NORMAL.7	POS.NORMAL.8	POS.TUMOR.8	POS.TUMOR.9	POS.TUMOR.10	POS.NORMAL.9	POS.NORMAL.10	POS.TUMOR.11	NEG.TUMOR.9	NEG.TUMOR.10	NEG.NORMAL.8	NEG.TUMOR.11	NEG.NORMAL.9	NEG.NORMAL.10	NEG.TUMOR.12	POS.TUMOR.12	NEG.NORMAL.11	NEG.TUMOR.13	POS.TUMOR.13	POS.NORMAL.11	POS.NORMAL.12	POS.TUMOR.14	NEG.NORMAL.12	NEG.TUMOR.14	POS.NORMAL.13	POS.TUMOR.15	POS.NORMAL.14	POS.TUMOR.16	POS.TUMOR.17	NEG.TUMOR.15	NEG.TUMOR.16	NEG.NORMAL.13	POS.TUMOR.18	NEG.TUMOR.17	NEG.NORMAL.14	NEG.NORMAL.15	NEG.TUMOR.18	NEG.TUMOR.19	POS.TUMOR.19	POS.NORMAL.15	POS.TUMOR.20	POS.NORMAL.16	NEG.NORMAL.16	NEG.TUMOR.20	POS.NORMAL.17	POS.TUMOR.21	POS.NORMAL.18	POS.TUMOR.22	NEG.NORMAL.17	NEG.TUMOR.21	NEG.NORMAL.18	NEG.TUMOR.22	NEG.NORMAL.19	NEG.TUMOR.23	POS.TUMOR.23	NEG.NORMAL.20	NEG.TUMOR.24	POS.NORMAL.19	POS.TUMOR.24	NEG.TUMOR.25	NEG.NORMAL.21	NEG.TUMOR.26	NEG.NORMAL.22	NEG.TUMOR.27	NEG.NORMAL.23	NEG.TUMOR.28	POS.NORMAL.20	POS.TUMOR.25	POS.NORMAL.21	POS.TUMOR.26	POS.NORMAL.22	POS.TUMOR.27	POS.TUMOR.28	POS.TUMOR.29	POS.NORMAL.23	POS.TUMOR.30
C01835	41632.498875	132699.417	32706.623	50651.011	115111.088666667	45629.8168571429	95079.3717	64737.3683333333	14139.762	174004.088	76680.06725	29160.8116	21179.122	149962.77	250269.414	79701.8276	13874.586	37085.068	26313.335	76155.679	44678.19	142621.412	34298.103	118122.119	58912.0155	64271.3851111111	94600.324	29749.9133333333	91974.1245555556	37432.082	24461.473	72037.866	79249.5196666667	33207.0736	407430.394	13110.643	377464.505	53206.809	25875.8533333333	110494.336	218614.7795	69279.085	20363.1275	34420.111	101757.644	288739.505777778	247314.2483	69279.085	54491.794375	143743.11075	69021.7	36070.431	74385.5405	97146.8802857143	50881.8513333333	306866.207	32531.4728571429	15438.189	83623.869	86992.6891111111	83592.79	627322.73	16715.602	45023.99	206228.080375	128175.761	22444.27125	42589.9114285714	111718.008888889	28130.484	73082.6815	41329.9016666667	309088.799	67624.480125	17760.902	154158.866444444	8981.286	663870.588	50922.3628571429	78674.4438	43987.8802857143	104841.637	28495.53	224513.756	45168.975	69279.085	60969.98	38932.449	734117.115	11474.153	510305.161	219482.663	39553.306	99562.6632	34558.387	69279.085	27197.3515	97454.805	31366.2994	43963.919	124027.956666667	81185.8093	60456.502	57496.662	168230.378	141166.391625	59392.0416666667	56823.9535714286
C00159	213520.35	1846716.44	1299302.73	491180.43	124390.91	417611.43	914536.24	148474.91	378666.56	267321.66	203247.1	96553.77	407431.21	70980.51	1125036.84	358661.09	184334.1	84182.85	115808.6	113768.93	294881.07	486919.92	143862.25	471438.05	75824.21	205154.95	726990.92	156713.34	487995.38	526737.5	145380.05	957145.83	264242.99	129880.99	400363.21	122503.1	556951.25	398588.67	72203.46	178999.57	862172.23	455865.68	65815.91	371185.52	677124.38	726637.26	3133128.12	597189.81	340330.26	1042480.29	750638.74	196906.64	124850.16	193749.59	96168.71	1721467.24	78445.64	196551.15	298189.67	509680.87	307175.74	300275	152062.48	184453.58	428598.06	596552.76	86226.78	105288.35	1248942.33	329672.29	141749.74	85415.85	361459.75	371559.57	112906.5	465932.5	413559.69	874423.69	55471.65	136345.29	266718.62	793508.54	461021.19	1162922.54	102842.58	314494.34	183806.51	307438.44	1201245.09	117657.42	360275.1	438386.26	151297.27	252913.99	225007.36	434578.68	84097.58	771310.08	173730.05	653470.85	112596.51	199343.06	158091.38	635945.9	454284.19	843877.19	335819.61	322887.34
C00275	77106.643375	857828.43	106443.87	114185.95	296968.72	85754.234	248777.92	29182.48	153873.51	477886.04	108123.083	69468.47	91861.43	6700.07	566347.72	86591.1266666667	73348.347	69331.4048	69605.5233333333	139843.02	74629.0504444445	175993.53	13774.57	285637.09	62582.5266666667	74627.4416666667	98116.97	33584.61	46900.92	183875.3	77066.9454	162771.79	15833.2	74312.51	288639.57	74545.255	92766.01	214157.54	107069.04	114185.95	888264.54	81563.13	64043.1933333333	91937.8512	106852.7	400990.47	624292.62	117286.71	73598.05	261346.45	66673.9	23313.8	84207.86	36937.73	27933.03	2838872.62	81140.8232	24152.44	206418.58	172727.35	97796.34	377571.55	80123.7666	81476.46	138945.905777778	57969.34	96500.7533333333	56207.5182857143	572367.53	140555.7325	103840.476	77915	250432.62	47059.7	85102.2	182613.67	125565.12	1407349.09	39317.0616666667	30578.62	89476.98	737268.55	15874.6	996006.32	64403.825	57030.03	199359.64	97599.5085714286	1964227.08	22439.09	269097.21	622487.8	101993.92	109381.75	114185.95	922231.57	36941.6866666667	111529.91	48132.2886666667	110111.057142857	93982.7766666667	91968.78	85769.082625	448569.95	255950.94	187587.4	69387.98	120661.578571429
C00073	4051285.5	4928372.8	3640594.4	6892472.6	4404918.6	4013044.2	7496007.3	4388047	7725190.7	7118289.2	4372189.9	1527312.5	3542667.4	7956154.3	9882239.4	1591730.7	3487524.9	1645052	1418171.3	5466217.8	1889249.8	6138574.5	2957879.5	5946698.8	2707463.9	5472786.8	3182725.8	2687442.9	3638982.3	6192850.2	483990.1	2829663.9	823001.5	1561197.6	5969803.5	3971341.2	3503421	4371078.6	459692.9	3322181.6	9242009.4	4266122.2	1102389.2	4558991.5	5456367.1	6518997.9	10722832.5	5688865.9	3049704.6	6908583	4630985.6	2949079.9	3336373.6	6884503.2	3601572.5	9780153.8	1177938	2278191.6	3253045.2	6787311.6	5976509.6	3005019.9	2407179.9	3451140.1	3699046.5	2504282.8	653543.9	2982958.4	8263651.3	4198687.4	2153715.9	3227557.4	7585909.4	3020869	1783903.7	5014612.5	4284689.2	10802877.9	2811040.2	7066054.3	2356107.7	5988089.5	2751761.2	6172896.3	3875166	4008542.8	7515214.3	5058936.1	6297407.9	4688456.2	6830601.7	7659847.2	1889253.5	9248049.6	5298260.6	7135383.6	1764526.9	7002452.2	543799.8	2356123.7	10249180.8	9364785	6043257	9072486.7	9151458.4	4203479.1	3001642.8	3638478.2
C02989	279281.89	59016.35	170437.92	205471.27	175291.69	257634.4	62105.82	360408.63	270707.87	179024.86	196965.05	194537.11	163910.61	885929.13	233734.75	172000.4	215802.74	176840.05	229628.26	274299.75	222484.16	310647.7	251981.47	113418.46	260539.83	435898.68	278777.57	233749.59	168757.5	140728.82	96697.09	88354.69	93451.39	336139.92	210154.98	272510.88	106991.64	269155.6	79516.41	199459.43	122232.59	282091.02	224633.88	269408.79	318343.29	108636.02	56730.09	249160.46	329229.5	118289.46	255973.68	314581.53	295274.95	228055.3	383548.26	88866.41	135514.66	233719.91	191055.17	255205.37	233734.75	88722.99	208199.57	332003.92	231308.87	204106.72	169082.29	501425.96	78336.28	322731.12	169201.35	276955.71	116852.49	361295.99	377514.14	128767.96	284621.65	317877.29	416991.72	307968.13	184473.77	95662.88	254653.9	223275.12	307255.99	263644.57	222605.99	408218.37	214194.38	476873.19	253487.52	237568.18	186294	317857.96	247930.91	151344.56	228209.99	277911.16	112469.85	196201.89	774965.52	347427.6	580731.53	99044.09	344147.23	91129.74	239259.51	306543.93
C00137	7812078.4	12935869.7	26279263	14014431	18831238.6	15442067.7	22716702.1	6543765.7	17173094.2	14291932.8	11035298.3	4282653.2	13937803.6	2600187.5	13812370.5	3122795.1	5563378.4	10353696.8	2681880.5	14096488.7	8483483.1	19803431.7	5706980.9	25100429	3404692.3	6153261.1	16582883.7	2873838.2	16057594.5	18002133	7819958.9	26445344.7	8253117.3	4383057.2	18663615.1	5074430	13368304.8	15955347.1	3445079.6	9746994.4	44994591	17673897.7	6488175.9	6905345.6	10705261.7	6213427.3	14626524.6	16894538.8	7589563	18354307.2	22483664.7	10353696.8	4982454.2	11282034.7	2231676.2	26271941.2	10680311.9	9546458.4	15411420.9	22525608	11006134.5	25019494	6368410.3	5373841.2	17141341.7	11414026.1	2955839.4	2474133.9	27542089.9	5538590.5	7266507.3	3542236	18490167.7	13534452.2	4130366.8	6515416.1	18040618.8	24385763.1	3428899.4	10710416.1	26411411.7	22621822.2	6124434.3	13542999.2	5488453.9	24612584.7	14538852.2	9349922.3	23342248.1	3469224	18240820.2	13121704.4	10873878	5697917.8	9672095.2	22828436.1	2413682.6	11487200.5	5066008	9880623.4	1706196.3	11903008.4	7084061.5	19111260.1	8734262.5	21987215.2	8698995.1	6433532.9
C06424	1468753	4407292	3752158	4057878	10455119	6369047	40921750	1850189	5548187	3041883	3649411	2022261	3876418	1098914	7771717	4951530	4615119	3234129	2152419	3028559	3883970	1908232	2574526	12254683	3135721	1807372	3628005	2206264	5273548	6215155	3258285	12129773	2339809	2233257	3693672	3296055	4508964	3125867	1939440	2837387	12003061	2825595	1928726	4029596	4357176	2167474	4249214	3220384	2149710	14306936	3836185	2743849	2038153	3172202	1919381	9979870	2523962	3327764	4251127	5856807	4990496	4413523	2782035	2668828	2263804	3750057	2100163	1104362	7306546	2518924	4138615	1970683	2072078	3572579	2768297	7980666	3375619	8730007	2066898	1832720	3322158	3421083	4255422	8507008	2317106	4197704	2326442	3653546	8794764	1674520	2184697	4736814	2504788	12591805	5207140	6237822	1606379	2059225	3208563	6325936	2128386	2681501	2567621	10128275	4802337	5383664	2852043	2113225
C08322	102826.47	369825.15	209504.32	333994.45	447514.41	391765.03	2774979.8	112467.27	427577.12	195734.55	234571.42	132524.27	216078.86	123014.49	502837.68	429272.17	281704.85	161405.26	99350.64	242231.19	228079.05	169757.85	212262.73	1265059.52	165994.15	138139.09	324864.52	99903.58	216516.78	435803.73	217212.35	1024361.54	137289.17	120161.4	239257.01	190609.5	306559.6	129527.95	99744.5	167035.31	1401441.49	158855.95	112268.78	236187.67	241934.83	183261.17	323256.64	203520.39	141682.68	1321937.8	252767.18	188042.24	135013.04	263636.12	87008.47	1096450.73	143154.72	252347.12	252053.62	491304.53	342783.88	207112.89	172059.25	228739.64	158102.58	220354.82	62136.73	72219.06	556990.83	262977.91	236863.39	107232.09	171887.99	208446.61	129928.81	763654.74	251437.07	630269.71	129072.58	142088.58	200692.67	265049.78	209006.8	806627.04	131487.28	245596.87	163834.42	215993.37	1258155.09	116976.98	181101.94	513553.79	192291.73	1401292.07	497152.3	524972.81	79896.22	174605.89	215021.15	732766.91	189219.25	224227.69	193019.5	1032717.28	279083.85	557952.97	145271.8	158412.17
C12270	29930.19	208324.2	52100.21	56677.09	66947.18	17991.85	250615.46	30688.69	62935.09	57388.65	64401.3217	33661.6344	29973.48	62344.28	103540.643777778	60439.3085714286	55798.09	121926.95	27725.45	51990.49	44834.275625	78307.7	23770.83	91228.99	39721.4928571429	35304.3333333333	49470.8665	53937.03	19762.78	205408.56	55522.03	52009.55	47145.1475	33011.045	308929.15	37138.238625	116503.801555556	29166.06	20788.7633333333	133179.23	267969.98	47165.638	26341.8933333333	30488.91	63693.81625	47328.71	135347.51	33120.86	34648	51990.49	48983.2	37315.4	52319.2662	47929.87	17895.3	86587.17	39030.5683333333	25428.0475	59870.94	45952.83	76631.5788888889	65682.03	35168.664	26716.5308333333	53250.11	40885.47	34128.32	34599.0425	254758.38	82236.4057142857	89965.458	29441.388	326791.99	38032.8248333333	68299	1223552.11	30254.84	401933.01	34683.7125	49764.27	76454.1883333333	39123.7	35430.2671428571	394120.113	20023.62	22769.71	321343.44	54416.2742857143	52955.06	37952.6733333333	31303.45	111395.1	35714.8166666667	73562.46	29730.54	470492.84	29983.2175	57105.99	34751.865	61800.5471428571	58736.004	148172.87	44077.32125	35607.04	51880.76	464750.73	51025.91	49493.65
C03878	10677	155025.71	73744.449	47717.06	98979.414	36311.9216666667	86142.654	23231.955	17225	18563.607	50223.081	34991.85	45718.837	28115.6033333333	144561.916	23171.468	35423.642	43156.995	35826.5733333333	31631.303	36982.9642857143	35460.087	14396.149	47055.733	16825.193	24504.2166666667	50101.544	19103.0833333333	105839.626	29426.492	52221.0275	75102.842	46606.94	22927.96	40442.029	30428.16125	71077.3055555556	34899.8855555555	7069.01	29996.0811111111	294977.52	23332.55	24311.2	38921.846	45374.303	225898.49	400279.28	54910.755	30193.9914285714	51664.226	48611.403	28345.4125	40784.4433333333	46255.82	22707.83	64306.747	36013.6466666667	8073	41979.55125	61676.634	71486.578	25114.794	31560.02	26766.872	80410.41125	54501.382	23570.365	24753.71	94182	41909.1471428571	26110.237	31310.338	107200.776	93546.842	31374.39	413689.652	39533.128	228955.478	34373.892	43570	58612.43125	38371.13	28289.434	236082.659	37697.6375	11343.728	75810.5944444444	50596.224	83341.804	19714.73	52876.1277777778	54656.106	35896.15	32566.02	70038.815	44746.751	25732.7875	42393.249	26984.818	55004	29237.2175	45952.099	26273.8814285714	73468.721	43036.64	25096.877	35329.8828571429	35466.034
C00357	29564.84	183383.34	102006.18	136097.57	216786.05	30896.36	302326.52	46284.56	88685.41	165729.52	42670.86	48281.8566666667	89559.39	56830.47	55450.09	45310.1828571429	21653.24	28332.55	21561.58	87935.79	46717.105	55658.05	41983.98	227415.49	34228.53	22295.21	94778.73	44142.0575	84131.14	139311.26	30620.76	182768.41	26608.79	41317.084	117837.71	36795.38	97681.49	79612.99	38880.54	101255.04	259563.28	34579.02	23038.705	56036.45	46100.597	610432.79	668062.97	100909.71	27423.61	198933.18	66552.8	72088.96	38695.108	27196.36	38267.3128571429	442477.11	40349.98	30364.14	35392.52	96495.76	57119.88	184432.89	41879.2	26224.35	66915.37	61129.46	28940.4225	26470.99	285947.32	21830.83	30003.79	45153.91	61180.77	101250.03	27212.5	36289.24	74062.61	392747.47	25373.672	53875.67	81836.6	301266.22	20036.83	226266.65	37632.87	75417.4	60873.43	47278.1728571429	284191.52	22325.42	35164.97	68212.16	104415.7075	114908.5	48665.14	186948.06	21076.8966666667	43788.61	29813.16	26247.68	43982.4483333333	47644.18	37932.5	164193.41	55087.52	86489.95	37406.39	33496.26
C02712	24434.08	112968.74	87749.7	119517.34	76733.6	25405.9313333333	90330.74	30234.89	103903.49	136274.08	56200.77	31974.3695	101941.83	117593.02	68226.03	24573.25	43256.22	35467.57	21728.68625	49370.06	29107	72673.1	16748.56	75885.92	30922.9666666667	15862.15	48523.24	17607.75	18169.27	174706.11	26382.0594	90307.31	10787.73	43351.914	60525.65	95235.55	44357.25	37904.64	37282.015	20882.46	461659.61	41643.98	29797.36	67915.32	39228.94	173517.32	472191.68	47676.42	26669.0335714286	108471.02	28820.45	13553.04	26802.04	37361.54	26175.11	691687.37	22148.92	15710.45	30869.29	85986.51	96566.83	79846.73	30999.49	21699.48	45498.13	35613.35	25462.965	29077.39	262416.18	32302.7657142857	32406.66	24264.9066666667	62392.24	28817.8	25567.385	113797.53	32039.6	282140.93	24765.952	42771.24	19298.13	173186.63	29554.39	232977.11	29385.206	17715.41	46263.21	34746.63	324020.68	30992.08	18693.35	135203.1	38239.555	82080.79	49514.47	194657.41	26584.8486666667	98178.74	28709.3156666667	67883.97	70785.19	54520.9	22474.78	243216.63	75079.26	81519.14	47532.01	46351.85
C00270	53249.53	223768.51	301126.79	306945.12	575430.99	85460.72	627947.13	46569.77	289005.11	193922.45	158524.81	23465.1	309259.5	65034.83	343223.95	174703.89	80731.49	44622.41	38746.21	210816.7	58677.53	89131.23	232681.54	204287.2	41386.2	136266.9585	106337.45	28811.35	1887778.64	425727.57	66904.03	321742.32	49452.47	31014.93	85865.62	84468.48	502638.65	154325.02	24424.98	215702.9	293306.33	206431.18	20051.1	113082.73	331519.79	1993208.87	1528581.3	225800.05	54217.49	499970.99	244451.29	250173.88	22491.69	110857.29	35254.05	629441	86078.53	73328.73	81875.96	164289.1	331729	390992.96	167346.78	32241.87	152760.52	530938.44	46914.64	69108.23	414331.39	154350.64	340677.65	27278.04	203845.33	337302.14	100700.33	6348711.94	307900.87	621890.78	34036.29	190911.07	493999.34	556793.74	88993.58	479224.13	73944.98	119099.28	176391.67	45911.9	296675.63	38347.7	158524.81	611055.58	34230.32	242275.7	161978.08	257846.1	38340.3875	372490.12	82836.05	84949.81	45910.57	158524.81	46038.51	440779.8	227741.2	189270.16	64420.97	82642.75
C00437	27593.408	75490.86	34829.1975	16426.88	44013.273	28470.8085714286	56380.29	19237.4433333333	15991.38	31573.51	25163.06	23180.7933333333	44039.65	18949.4233333333	30051.4971428571	18995.81	26799.7433333333	27508.3425	15989.055	33715.043	26836.1	33864.78	25333.825	38711.91625	22849.99	22186.9333333333	27321.24	31514.33	26836.1	52039.06	22171.4266666667	34028.63125	30251.7516666667	17261.8775	71809.18	36057.9657142857	21043.89	26784.34	18860.58	22824.57	40027.085	53740.44	21159.815	22984.39	19361.55	45573.82	30165.13	27321.51	23557.8166666667	20096.46	42343.64	13658.63	21749.7	20189.99	21515.93	21402.5	22810.78	25061.3785714286	21743.43	26430.19	32735.5525	24530.36	24423.134	18371.79	40536.41	30531.41	19199.67	20901.91	37461.661	22371.04	29645.05	35778.832	133060.46	22567.36	20592.0375	60616.37	37605.74	80070.93	24014.8066666667	22491.57	21943.14875	59540.26	27828.79	70546.99	19507.7483333333	27251.42	63026.14	29372.668	38403.2922222222	20672.565	49209.06	65503.68	20349.2675	41690.86	21535.32	33535.49	19024.135	43569.27	19553.932	22371.99	27687.9675	33554.168	34101.26	39220.51	37129.045	85148.93	17963.25	29646.7716666667
C02494	17267.82	362422.36	60716.35	67915.12	372088.17	34477.7066666667	169942.86	21525.4671428571	113546.85	107595.34	37119.46	36335.825	50526.2	34972.66	95161.85	20947.65	35728.04	37707.8866666667	29448.7533333333	60937.1	22202.64	59456.93	13383.79	82039.41	30645.152	13634.03	38522.52	32535.802	67314.55	107318.91	12784.03	61972.34	14158.74	26336.1675	47460.1	39838.58375	50570.27	32644.92	37282.015	24894.65	365238.82	29202.64	26312.7433333333	33290.05	25253.55	144189.13	211474.69	39167.32	37154.705	142697.52	34855.33	12245.37	33236.006	33416.48	36864.325	360681.83	15469.8	21642.0428571429	16675.04	63516.58	42182.65	70000.82	24080.55	18804.25	36769.94	32836.8	25809.6966666667	35553.675	174577.79	16778.49	28342.4	28942.605	74810.07	27494.67	49106.815	93689.8	35801.35	195129.62	22457.22	63040.13	21824.16	144443.45	34092.1755555556	179681.1	23426.1	30419.91	75651.68875	45811.44	169450.99	26055.89	28018.44	154742.12	30975.2133333333	50317.81	43475.54	118632.58	35101.16	56715.91	30610.7342857143	39291.82	29470.65	44029.44	33816.8433333333	151733.04	115543.89	107864.79	39291.82	32432.25
C02727	33270.99	162593.48	107053.4	116470.77	249022.53	67531.47	233609.88	36210.1	133874.4	149588.16	136425.17	35742.6925	100527.95	20224.99	102670.3	74045.32	59694.69	30483.59	26128.2175	111431.27	33992.1	82264.86	44629.68	182517.92	35268.2	19285.78	58209.17	32535.802	72912.46	280031.82	30130.73	158520.68	39263.936	30532.3366666667	117961.37	30170.89	52600.11	73286.15	30638.1266666667	53160.67	205765.1	72921.75	26312.7433333333	63842.87	100294.06	99407.69	186267.54	96743.36	35367.6028571429	135301.1	131067.1	33250.01	39360.016	80364.87	36864.325	168396.7	38029.64	17516.85	107486.88	156341.15	167039.1	80738.56	31398.37625	15025.58	80729.27	45390.46	25809.6966666667	33379.85	195434.46	38265.2	70212.81	29645.626	126051.65	26779.84	55555.268	468557.09	73141.92	155084.5	26480.06	56121.49	44337.1	107313.96	26382.71	196305.91	27193.884	32969.51	70848	44887.83	249754.75	31460.4033333333	63629.07	79605.7	32664.69	103867.75	54545.79	161815.35	35101.16	94006.96	32899.59	50511.87	58560.782	89283.41	48197.97	338604.39	90511.59	173271.19	32393.51	57710.69
C00153	84530.44	753839.6	364629.34	315753.5	999637.46	145039.88	791214.22	62422.47	321028.35	406250.41	146544.4	69160.76	213819.43	77157.68	262349.52	38226.77	100934.13	77151.45	63914.992	221018.44	122560.34	131253.21	100270.57	554014.24	32978.91	77320.16	110801.65	62551.4342	312851.77	680647.89	64367.66	342501.68	91969.12	80159.91	299186.23	128410.11	308475.56	147318.47	41967.18	185058.74	478842.11	242008.85	40246.56	120553	140304.07	408102.42	311011.85	226252.41	56688.19	427805.27	191277.35	89780.25	107214.04	137435.85	40802.34	568451.38	196219.67	105678.98	136044.02	527457.19	175414.18	691410.52	61687.7101	77255.12	173431.07	196095.03	26980.6	50120.1	755679.68	78053.46	109656.66	42545.5975	296584.73	39303.08	64238.21	709723.2353	134401.28	292265.23	34272.36	63057.05	227727.28	1203671.84	100353.7	716726.59	113966.67	124350.47	313736.37	60753.71	650286.91	52195.94	354434.39	757831.02	91663.11	174679.85	221610.07	360264.93	36164.748125	198389.31	56367.78	108052.71	27968.81	151996.81	106629.26	646175.26	177636.97	522019.02	111023.75	78353.87
C00712	364472.1	4615822.3	1484669.2	4856145.1	5522824.8	2427290.7	34878988.4	506607.1	2295689.1	1318330.4	581715.6	528013.2	1885949.6	1008865.9	6873921.5	1091186.6	2297646.2	482869.1	348862	1404378.2	2027408.1	378771.9	705390.2	12171074.3	635615.9	671464	5159991.1	623430.4	3603450.5	8600737	1282158.1	5904254.5	646182.5	697586.5	1739219.3	982007.7	1395259	1486944.2	540150.4	1395259	9840644.5	777224.2	449326.4	1624253.2	509793	1491436.6	2549219.4	2036988.3	1697077.9	25858015.3	1464339	754947.1	509669.9	741183.8	432027.5	13596491	719588.3	505610.3	1141761.8	8308332.8	4571511.5	1988248.2	1101085	1743585.8	1577861.9	1032121.7	312768.5	619542.2	5936391.2	514332.9	1209209.2	411315.9	7219027.1	1697669.6	1132158.2	8366748.2	1820152.2	15726190.9	2202185.4	573841.7	640522.3	1620390.6	1474777.7	8290687.7	588121.4	262204.5	3467863.4	1239305.7	14211901.3	577645.2	989366.1	15208282.8	488901.6	8440503.2	791765.5	2962793.9	726884.8	1147360.8	929507.9	4073735.2	781159	1838261.8	685874.3	28049184.7	4324256.7	5361839.5	1351117	1496978.3
C00077	355332.94	678062.52	610961.71	574892.8	1258413.85	424387.51	1035975.4	306302.34	603939.39	398175.24	251864.57	175921.99	255096.04	291939.16	922859.1	131865.46	388699.23	195355.74	79181.02	373486.37	99541.61	515541.96	354466.23	959757.46	145638.71	167800.82	202631.11	308447.54	279156.27	599320.51	67443.77	571448.54	243592.12	195294.58	547297.55	74028.42	287676.15	231040.47	73405.29	286897.46	304630.5	399868.43	149768.67	346251.66	460858	1028328.03	940710.42	329508.65	308820.34	1827053.31	427310.3	373437.73	183973.8	304366.73	315348.87	408033.13	198451.74	168435.19	309193.13	500553.97	339382.86	644749.2	372788.56	406824.49	516528.33	985038.2	49535.23	152728.78	298146.85	283301.13	124567.26	151705.79	372699.72	481027.11	307952.85	3660255.43	351337.5	466501.94	256431.68	798024.48	314514.28	620135.22	181169.25	1347413.94	216198.35	417152.59	546536.49	250019.71	471322.83	293458.37	513907.81	454448.32	206222.97	637423.19	1639093.08	401953.62	239003.99	313010.17	116852.34	798343.58	255766.16	535307.97	294234.58	668722.48	859607.61	202210.5	181738.1	228657.69
C01468	111533.83	201124.92	113181.38	82871.25	52004.79	39043.69	31796.91	44633.74	153307.78	162248.94	264305.8	18512.15	82325.19	49899.6166666667	66724.1242857143	245990.77	115832.72	31463.65	30552.8825	106252.16	91621.34	231962.69	50898.77	53394.21	138910.5	184878.36	236030.06	24165.23	54979.15	476704.82	32709.536	87450.65	269902.15	25624.16	68152.59	16270.8	280864.82	81542.3	39058.14	62343.79	60190.85	46732.15	22615.6766666667	125876.39	167614.05	173732.78	84188.43	194807.19	134938.2	205475.26	226251.59	70280.13	22124.54	194673.73	20537.76	180919.33	33461.19	29063.69	141408.64	86350.05	38374.72	519985.88	42733.34	36960.418	1178876.22	60961.22	14096.54	61955.515	56473.53	80966.391	110717.28	98731.79	427742.91	35852.43	100022.23	189007.43	38314.77	207761.58	18853.98	88551.26	73669.28	109019.44	250899	344347.34	23283.16	54775.02	26992.07	21905.8	95961.62	45320.76	201944.33	230050.68	49461.98	186227.63	87450.65	127543.27	36752.44	226877.53	31603.81	81991.59	18663.24	40993.03	43985.01	76036.86	68840.56	484701.07	94063.08	47290.72
C00249	8475584	49460639	36516115	54535069	88949039	43402275	136406469	13230911	44700656	22296056	20181292	14655114	30017987	6071352	92356772	26752728	29863666	17731589	10712663	18977992	31439339	15517658	19503005	100848279	17011620	12322250	37181739	14632550	64187445	64509977	26017190	105123076	18857010	12285861	28662299	25057042	32088552	26048658	11901874	25538964	68205542	18671712	8068979	23491634	25813176	22232020	44117379	34188595	19506848	113256056	30446146	20809229	12958351	20777478	12579412	64210106	14232527	20263941	30171973	49981834	60211434	39740899	22135845	22985384	27005216	25333954	8320794	8550925	62190933	17806151	26020886	8187792	29120790	30784043	20498868	63970976	28469530	81556423	26184981	17860980	21520023	31297528	32747474	63752163	18419618	36171245	26825882	27681222	60167993	12039682	23521146	51085690	13735989	90801248	29106749	45172165	11294619	19981126	15485369	39903153	10493565	26718790	16131094	78652516	50691402	42353079	21345471	16443899
C08362	1582693	11594039	5845238	10731882	25066881	8361314	46333840	2200638	8265369	3723908	3771272	2512668	7553099	1950719	17564928	5415403	5139357	3455144	2406066	5045554	6124291	2701538	3473622	28628468	4314535	2510108	9044403	2320513	10923154	21313262	4814312	24636842	3001559	2748987	5664965	4118313	6719253	4193216	2313337	4372477	37245778	3072455	1691474	5024887	4398265	3385386	7317204	4930961	4761898	39864066	4542907	3186256	2558133	4563320	2556632	25827345	3092435	3928124	5426912	9354230	15756177	7095854	4261386	6619607	3262655	5474091	1919378	1349379	13033857	2421618	6094704	2519838	5355192	5033645	4493599	30419787	7352870	24972523	7471840	2622992	5132757	9267675	5153049	19818009	3105873	6624633	4261133	5392960	22771402	2511272	3661579	20167218	4217238	33984147	8793056	14892017	2630676	4115469	3021404	11109850	2972482	4814312	2926142	21242444	7276908	8011032	4594978	3930024
